reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
cad337b2-e6d4-46ec-9f34-e35302b3b6e3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Setelah memperbarui akun melalui portal web asn digital menggunakan kode OTP, saya tidak bisa login lagi pada aplikasi MyASN. mohon solusi dan perbaikannya. Terima kasih",5,140,3.2.0,2025-03-17 21:08:17,,,3.2.0
f4a58a64-e7fd-424e-8d73-b8d960171e5e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ketika login muncul notif nip tidak ada dalam basis data. Sebelum update di tgl 8 februari 2025 aman masih bisa login.,3,7,3.1.8,2025-02-14 14:53:32,,,3.1.8
dcd488f5-2f05-429f-bfc9-ef5693ab1928,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa aplikasi MYASN saya tidak bisa Login, ketika di reset minta bantuin helpdesk bisa dibuka. Tetapi, saat kembali ke aplikasi tetap tidak bisa dibuka. Bagaimana solusinya ?",1,1,3.1.8,2025-03-03 03:29:07,,,3.1.8
085fe539-9775-40bd-b8cd-29af5575fe48,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi bagus, kurangnya pemutakhiran data mandirinya tidak rutin bisa dilakukan.",4,5,3.1.8,2025-02-14 23:44:41,,,3.1.8
300d6055-1a9f-4214-9ed7-de3e09312571,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa fitur update data tidak bisa dilihat? Pdhl awalny bisa, jd tb tb tidak bisa?",3,10,3.1.8,2025-01-15 06:06:37,,,3.1.8
579e68ca-94d7-4a00-b9ce-40869586fa2e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apk tak guna ini, buang2 anggaran ja.. Mulai dr mslh NIP trk terdata dlm database, data ga bs diupdate, dll... 👎👎👎👎👎",1,11,3.2.0,2025-02-07 04:01:57,,,3.2.0
03a7f331-e49a-4a23-801e-dc2b33e006fd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya guru asn pppk dan muak sama kalian. sebenarnya aplikasi kalian udah siap luncur belum sih? kok kyk gini ribet dan bertele-tele. di dapodik tidak aktif nip saya. di myasn web aktif nip saya. eh nip tidak tersedia pulak di myasn app. kerja yang betul lah bg. muak saya kesana kemari di bola bola.,1,41,3.1.8,2025-03-08 04:50:06,,,3.1.8
70ff82d5-78ce-41b2-b443-91bc77c782a8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Maaf u update data kenapa tidak bisa di buka dan keterangannya hanya bisa dibuka saat event pdm ya,",4,4,3.1.8,2025-02-24 08:41:55,,,3.1.8
b22d4109-068d-4163-8519-893c059bd6bc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Serius.... Ini aplikasi tidak bisa di update datanya, mungkin kalo di bagian profil masih bisalah di-update datanya. Tapi waktu mengisi riwayat pendidikan dan riwayat pangkat, datanya tidak bisa di update sama sekali, setelah disimpan masih juga muncul data yang lama, gimana sih... Untuk input datanya aman, dan sampai tahap terakhir sebelum data disimpan juga menampilkan privew data sebelum menyimpan data. TAPI setelah menyimpan datanya kok masih belum terupdate juga datanya. TLG DIBENAHI",1,39,2.2.2,2021-10-02 00:08:52,,,2.2.2
ceb6b78f-bbba-49bb-9b5c-d0e3f81537be,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mohon ulasan disini diperhatikan karena permasalahannya sama. Kalau aplikasi belum sempurna, harusnya disempurnakan dulu baru dilaunching. Tapi karena sudah terlanjur launching, sebaiknya waktu pengisian diperpanjang sampai aplikasi dirasa sudah sempurna. Untuk login saja bermasalah terus, apalagi untuk pemutakhiran datanya. Mungkin developernya bisa pake developer SPT Online Dirjen Pajak karena webnya lancar2 aja walaupun diakses banyak orang.",1,75,2.2.2,2021-09-28 04:13:11,,,2.2.2
aa62a913-cbd9-4185-8510-91a4819dc8c3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Padahal ini untuk pemutakhiran, tapi data harus diinput sekaligus, gak bisa dicicil/disave dulu. Sulit bagi PNS yg sudah sepuh untuk mengumpulkan berkas wajibnya. Kesalahan pengisian data juga gak bisa di edit lagi. Rekan saya ada yg keliru verifikatornya, mau dibetulkan gak bisa dan ribet. Mohon kalo sblm batas waktunya lewat msh ada fitur edit. Karna supaya data yang masuk benar-benar sesuai.",1,175,2.2.2,2021-09-02 04:48:55,,,2.2.2
cac0e9a8-e67e-42b5-8f1a-26cdcfbfd899,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Server suka error, data perlu diinput berkali-kali. Data udah diisi, kosong lagi. Aplikasi jauh dari kata optimal. Aplikasi yang harusnya mempermudah ASN untuk ngelengkapin data malah ngerepotin kayak gini. Hadehhh payah jangan diluncurin dulu kalo dari sisi server juga belum siap.",1,57,2.2.2,2021-09-13 14:54:58,,,2.2.2
c4a0c286-6354-44e6-81a8-c1b3e3a57604,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Halo, aplikasi ini bagus utk menyimpan data tapi masih byk kekurangan seperti aplikasi sering error saat melakukan pengisian data, tdk tersimpannya data padhal sdh di input, menu update data yang tidak muncul dan msh byk lg. mohon kepada pengembang agar segera melakukan perbaikan agar tidak menyusahkan kami dalam pengisian data. Aplikasi dibuat utk mempermudah bukan utk mempersulit utk input data. Kegiatan PDM sdh mau berakhr tpi aplikasi msh error.",1,63,2.2.2,2021-09-07 01:59:32,,,2.2.2
563678ce-9993-416b-8375-e84d058cc73c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong agar diperbaiki aplikasinya.. Ketika kita sudah mengisi data dan mau menambahkannya lagi,sudah tidak bisa karena tidak ada option untuk ubah data... Jadi misalnya ada 2 data cm bisa isi 1 yg terakhir yg sebelumnya tidak bisa.. Masa aplikasi data kuk begitu,,pengisiannya malah tidak lengkap.. Saya pribadi lebih baik pakai PUPNS lebih lengkap masukin datanya...",1,21,2.2.2,2021-10-12 06:04:06,,,2.2.2
cc2d1f45-5a89-486d-9d24-fc3ba172807a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong diperbaiki lgi apk&web nya bila perlu tambahkan fitur edit pada setiap riwayat agar data² yg kurang lengkap dapat valid, karena kesalahan server anda saya yg mengerjakan & input data ibu saya jadi tidak valid dan saya dimarahi, karena apk&web ini mental saya jadi hancur cuma karena data yg sdh disimpan tidak muncul!!!!!!",1,37,2.2.2,2021-09-30 16:42:18,,,2.2.2
5b15f157-4c9e-4a36-b3e3-cdfcb9fd87c3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Semoga ada pembaharuan data, setelah tercentang hijau tidak bisa merubah/ menambah data lagi. Sudah berapa kali masukan data tapi setelah di klik ternyata data kosong lagi. Capek, pusing, badan pegal2,sinyal lelet...udah deh tak klik data sudah sesuai timbul centang hijau padahal data masih belum lengkap. Gimana min apa ada solusi nya?",3,27,2.2.2,2021-09-22 16:11:59,,,2.2.2
98ebb876-5c4f-4e63-985d-db52a8271666,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sdh download aplikasi...ttp aja error ndk bisa d pakai....mau d sinyal bagus...ttp aja error. Mesti login d laptop. Trus klo sudah input data tdk bisa d ubah lagi. Tingkatkan aplikasi ini...yg seharnya membantu AsN supaya lebih mudah utk update data mandiri. Ini malah tmbah susah,1,50,2.2.2,2021-08-19 15:29:44,,,2.2.2
9f85c043-571a-4bd6-af29-2bfc140262c6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Disuruh lengkapi data yang kurang dan salah, waktu report yang salah, server error sampai batas tenggat waktu, Buat develop, apk nya diperbaiki dulu deh, masa dipaksain untuk di pakai. Untuk tim tester nya coba bener bener, jangan asal rilis app gitu wkwkwk",2,35,,2022-12-16 11:58:53,,,
f216aa72-087e-4e82-926f-3e4231c5822d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi yang menyusahkan, 1. Tidak ada tombol simpan sementara, sehingga kalau ada jawaban yang belum terisi lalu server down atau blm bisa terjawab maka jawaban yang sudah di jawab tidak tersimpan. Ini menyusahkan karena harus mengentri dari awal lagi. 2. Nip untuk pengisian penilai skp hanya di berikan length 16 digit padhal nip baru semuanya 18 digit.",1,46,2.2.2,2021-09-23 06:29:06,,,2.2.2
9cfed950-9673-45db-b6db-341928ccc734,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Suka sekali merepotkan pegawai, diminta pemutakhiran tapi setelah selesai diisi langsung dikunci, tidak bisa diperbaiki lagi jika salah, jika ingin sistem kunci data, kunci setelah semua data pemutakhiran terisi jangan satu satu kaya gini, sosialisasi mysapk juga ga ada, jangan salahkan pegawai kalau data yg diisi tidak sesuai",1,5,,2021-08-04 03:26:08,,,
88924d97-ddf7-40f1-a0d3-1719c5f7758e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pilihan untuk lokasi kerja pada menu profil tidak bisa diklik dan diisi jd otomatis berapa kalipun saya mengisi data data yg lain kalau lokasi kerja tidak bisa di isi jadinya tidak bisa menyimpan. Semoga aplikasinya bisa diperbaiki lagi🙏🙏🙏,3,8,2.2.2,2021-08-20 11:54:15,,,2.2.2
d3b85f2c-508f-48c4-b90a-9349adadd861,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Dari awal buka apk ini sampe sekarang belum bisa ubah data, selalu terkendala server. Dikira karena sinyal, udah pindah tempat tapi tetep server terjadi kendala. Sudah puluhan kali buka tapi tetep sama. Buka pake laptop malah tidak bisa login. Tolong dong diperbaiki, katanya disuruh update data giliran mau update server ngadat.",1,69,2.2.2,2021-09-11 15:01:51,,,2.2.2
98a6feed-0866-48f6-9606-8bc7e5b8f74e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mau komen di grup, sudah pasti jawabnya muter2.(entah asal share atau gimana). wkwkwk aplikasi bagus, sayang menu register tidak ada. lupa password pun email tidak bisa masuk,. kig kayaknya bikin aplikasi setengah2, kesannya terburu2, aplikasi kepegawaian cukup satu. ini kebanyakan, jadi ribet. ada aplikasi baru sinkronasinya antar aplikasi gak ada gak jelas,. gak tau juga ini pengaduan ada respon apa tidak. APLIKASI KEPEG CUKUP SATU SAJA (gak perlu saya sebutin satu2) dah lau lah.",1,53,2.1.0,2021-07-28 02:15:07,,,2.1.0
050ab646-e9b0-4c07-bd6f-cf84877244d0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Server bermasalah selalu. Mau subuh, pagi, siang, sore, magrib, malam, tengah malam, waktu tahajut semuanya severny bermasalah. Mohon diperbaiki atau minimal perpanjang pengisiannya. Kalau tetep gini, sampe akhir tahun saja perpanjang penginputtanny. Severny bermasalah selalu sih... Masih mending website cassn 😅 down memang karena banyak orang input.",1,21,2.2.2,2021-10-06 19:00:22,,,2.2.2
01f771ab-636b-46c4-8067-3160d7040b80,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Data sudah diinput berulang kali namun hilang, data berhari2 tidak diverifikasi, data tidak muncul walaupun sudah diverifikasi, data sulit diinput apabila kolom tidak terisi penuh, error' setiap waktu, dst.. Banyak sekali keluhan dan kesulitan dalam penggunaan aplikasi ini. Bukannya membantu malah mempersulit/ mengganggu pekerjaan",1,58,2.2.2,2021-09-09 15:33:41,,,2.2.2
b978f37e-7f78-41c0-8f9b-32a01dc570e6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"servernya kenapa juga... perbaiki dong, jangan suka lelet dan macet.. sudah coba isi data beberapa hari terakhir, tapi kendala pada server terus.. klo demikian adanya, deadline waktu batas tgl 30 sptember, mestinya dipertimbangkan kembali utk diperpanjang sebulan atau sampai akhir tahun.",1,9,2.2.2,2021-09-30 01:37:14,,,2.2.2
9a9fb894-a045-4461-b6b8-a5c264913df1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya sudah ngisi semua dan warna sudah hijau atau sudah selesai, mungkin tgl 3 atau 4 sept 21 dah selesai. Tp ketika saya mau buka lagi eeeee......... Ada yg merah lagi, daya coba saya benahi lagi masih sama saja, bahkan waktu input kurang satu hari malah progresnya 0 (nol) artinya semua blm terselesaikan. Coba masuk di Dokumen Saya malah server baru perbaikan. Sampai kapan ya..... Perbaikannya",1,28,2.2.2,2021-09-13 06:26:39,,,2.2.2
41e15415-be08-4f9e-8bff-333ec855d6fe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pengelola aplikasi yang terhormat, terima kasih telah berusaha membuat aplikasi bagi kami. Tapi, tolong jangan asal buat. Saya pernah mengakses untuk pertama kali lalu mengganti password. Beberapa hari terakhir ini mencoba mengakses kembali, tidak bisa. Gonta ganti password, lalu akhirnya unduh aplikasi. Berhasil masuk. Sekarang mau edit profil di hp tidak ada menu untuk ubah data. Pakai laptop, data berulangkali diketik tdk tersimpan. Cukup Corona yang menyiksa, jangan tambah derita kami, LAGI.",1,6,,2021-08-16 06:51:24,,,
e1617d86-be42-4712-b86b-fdb4fc7ed452,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong kepada admin, tolong sekali, saya sudah update data tapi kenapa selalu gangguan, entah itu tidak tersimpan entah itu tidak bisa d upload, atau bahkan selalu keluar sendiri dair aplikasi, apk sudah saya update tapi selalu seperti itu, sedangkan data diminta secepatnya tapi apk tidak mendukung sama sekali, ayolah tolong di perbaiki secepatnya admin",3,3,,2021-08-10 04:58:41,,,
47ad16c2-95a4-49f7-8a4f-2bd9c11e548b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sudah sukses & berhasil download sekalian aktifasi dengan memasukkan user NIP dan password NIK awalnya, tapi kalau mau ganti password, tinggal masuk ke Lupa Password, dan masukkan password baru dan nomor token yang akan dikirim ke email kita yang terdaftar di my sapk yg pernah dimasukkan sewaktu epupns dulu, sekarang tinggal tunggu dibuka utk edit data2 pada bulan juli, semoga apk ini mempermudah bukan malah mempersulit ASN ketika mengedit data nnt",5,173,2.1.0,2021-06-01 14:54:52,,,2.1.0
f34225b8-0616-4e38-9cce-61b234979ff7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Maaf, susah... data d input... merepotkan, pdf d kirim kadang ada yg mau dan kadang tdk bisa. Tidak memudahkan, bahkan menyusahkan. Kalau aplikasi masih BETA banyak bugs jgn di paksakan lah. Sudah di kasih waktu....di isi susah pula. Gimana ngisinya.",1,52,2.2.2,2021-09-09 16:20:07,,,2.2.2
6b993f0b-1a73-4705-a2e0-a0ae922f78e0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Hallooooo admin, tolong aplikasinya diperbaiki dengan baik. Berulang ulang mencoba masuk mulai dr reset pasword, tetep gak bisa. ACCES TOKEN EMPTY terus. Giliran pake HP, ini milih instansi verifikasi aja lemoooot banget.....tulisannya ""sedang terjadi kendala pada server"" berminggu2 begitu terus. Tolong di perbaiki lagi aplikasi nya.",1,42,2.2.2,2021-09-11 01:59:34,,,2.2.2
806e73da-661f-4482-b227-45f073d14155,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tlg donk... susahnya mau masuk selalu eror. Padahal jaringannya udh bagus. Pas udh msk trus mau update data eh..malah g kebuka. Jadi gimana mau update klo aplikasinya aja g bagus. Terus pemberitahuan pemutahiran sampai tgl 16 okt 2021. Tlg diperbaharui donk aplikasinya..biar bisa cpt update datanya.,1,33,2.2.2,2021-09-28 01:00:40,,,2.2.2
c780b0f7-c9c0-4f67-85f6-5cdade8ecadb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bug nya parah.selalu harus reset passw tiap mau login.dikirim token ke email pun lama baru masuk inbox. Hari ini tetap ga bisa login.bahkan reset passw pun ga bisa. Email yg sudah didaftar dianggap salah. Perlu diperbaiki sistemnya. Dan tentu perlu ditambah juga waktu utk pengisian sampai bbrp bulan ke depan. Soalnya yg pakai kan semua asn selurun indon. Servernya ga kuat mgkn,sampai2 kita yg ngisi yg disalahkan,ya salah email lah,salah passw lah,ga terdaftar lah,ga terdata di AUTH BKN lah.....",1,30,2.1.0,2021-07-28 03:11:40,,,2.1.0
f996d72e-a6bf-4c0c-bfa9-d590008f9702,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi ini blm layak pakai, susah akses masuk, setiap data yg sdh diubah tetap hasil akhir tdk berubah, bahkan yg sdh oke terkirim& dijawab sistem oke, eh.. stlh dicek data tidak ada.... Sebaiknya benahi dulu sblm digunakan.....",1,7,,2021-10-02 16:02:00,,,
e54c959c-66ff-40fa-aa71-4b3ebbddbac1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Cm bisa update data terakhir aja sama input data berikutnya, tp kl data sebelumnya/data lama yg ada salah input TMT dll nya tidak ada menu utk perbaikan datanya. saran : Kalau bisa di aplikasinya buatkan menu perbaikan/edit data2 yg lama agar bisa kita input data yg valid",4,39,2.2.3,2022-01-06 06:31:02,,,2.2.3
efcfc4a6-aacd-4ed7-9128-5775b69b33ef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sebagai orang yang membantu dalam pengisian, apa tidak bisa dilengkapi fitur edit saat warna sudah berubah hijau selama masih dalam tenggat waktu dan apa tidak bisa diberi fitur simpan sementara sehingga saat jaringan down dan tidak dapat terkirim pengisian tidak diulang dari awal?",1,4,2.2.2,2021-09-25 05:57:37,,,2.2.2
